,SalesKey,DateKey,channelKey,StoreKey,ProductKey,PromotionKey,UnitCost,UnitPrice,SalesQuantity,ReturnQuantity,ReturnAmount,DiscountQuantity,DiscountAmount,TotalCost,SalesAmount
1711801,1994890,2013-12-30 00:00:00.000,1,61,1174,22,209.54,411.0,13,0,0.0,4,328.8,2724.02,5014.2
936373,1258036,2013-12-30 00:00:00.000,1,287,1411,22,123.24,268.0,13,1,268.0,4,214.4,1478.88,3269.6
1714097,2678280,2013-12-30 00:00:00.000,1,125,343,22,364.12,1099.0,13,0,0.0,2,439.6,4733.56,13847.4
1716486,1975938,2013-12-30 00:00:00.000,1,288,1448,22,117.73,256.0,13,0,0.0,3,153.6,1530.49,3174.4
2197340,3361690,2013-12-30 00:00:00.000,2,306,1293,28,197.14,595.0,8,0,0.0,4,476.0,1577.12,4284.0
1664529,1938280,2013-12-30 00:00:00.000,1,147,1425,22,175.27,529.0,6,0,0.0,3,317.4,1051.62,2856.6
1987269,2343840,2013-12-30 00:00:00.000,1,261,110,23,61.16,132.99,13,1,132.99,1,19.9485,733.92,1708.9215
517820,440616,2013-12-30 00:00:00.000,2,306,873,28,10.69,20.96,32,0,0.0,5,20.96,342.08,649.76
517781,264506,2013-12-30 00:00:00.000,2,306,1282,28,12.74,24.99,32,0,0.0,4,19.992,407.68,779.688
936149,1428626,2013-12-30 00:00:00.000,1,85,1152,22,331.32,1000.0,13,1,1000.0,1,200.0,3975.84,12800.0
939505,818653,2013-12-30 00:00:00.000,4,308,257,22,197.28,429.0,13,1,429.0,3,257.4,2367.36,5319.6
2214918,3192071,2013-12-30 00:00:00.000,1,127,99,22,55.18,120.0,13,0,0.0,1,24.0,717.34,1536.0
1537861,2548321,2013-12-30 00:00:00.000,1,261,820,23,13.0,25.5,26,0,0.0,3,11.475,338.0,651.525
1543687,3052458,2013-12-30 00:00:00.000,1,198,288,22,101.46,199.0,26,0,0.0,1,39.8,2637.96,5134.2
939941,1009977,2013-12-30 00:00:00.000,2,199,34,22,48.92,95.95,13,1,95.95,1,19.19,587.04,1228.16
1566396,2001926,2013-12-30 00:00:00.000,2,307,834,23,11.68,22.9,52,0,0.0,3,10.305,607.36,1180.495
613057,944734,2013-12-30 00:00:00.000,1,138,1205,22,523.49,1580.0,6,0,0.0,3,948.0,3140.94,8532.0
2016071,1582785,2013-12-30 00:00:00.000,1,78,502,22,29.82,90.0,26,1,90.0,3,54.0,775.32,2286.0
1364732,2440472,2013-12-30 00:00:00.000,1,84,744,22,20.34,39.9,26,0,0.0,0,0.0,528.84,1037.4
1539400,2272584,2013-12-30 00:00:00.000,4,308,516,22,29.82,90.0,26,0,0.0,4,72.0,775.32,2268.0
1566421,2186969,2013-12-30 00:00:00.000,2,307,842,23,13.71,26.9,52,0,0.0,3,12.105,712.92,1386.695
1987658,1714028,2013-12-30 00:00:00.000,3,200,1445,22,123.24,268.0,13,1,268.0,2,107.2,1478.88,3376.8
1543596,2901679,2013-12-30 00:00:00.000,1,195,773,22,8.11,15.9,26,0,0.0,1,3.18,210.86,410.22
613077,1046413,2013-12-30 00:00:00.000,1,99,965,22,143.26,281.0,6,0,0.0,3,168.6,859.56,1517.4
1539381,2032934,2013-12-30 00:00:00.000,4,308,109,22,61.16,132.99,26,0,0.0,4,106.392,1590.16,3351.348
939467,131807,2013-12-30 00:00:00.000,4,308,1657,22,82.77,179.99,13,1,179.99,1,35.998,993.24,2303.872
2197611,3187234,2013-12-30 00:00:00.000,4,309,658,28,69.25,209.0,8,0,0.0,2,83.6,554.0,1588.4
1711467,1665721,2013-12-30 00:00:00.000,1,19,1022,22,84.84,184.5,13,0,0.0,4,147.6,1102.92,2250.9
669104,1552618,2013-12-30 00:00:00.000,1,86,343,22,364.12,1099.0,13,0,0.0,3,659.4,4733.56,13627.6
2184586,3170472,2013-12-30 00:00:00.000,3,200,395,22,166.2,326.0,26,0,0.0,3,195.6,4321.2,8280.4
2185566,3250076,2013-12-30 00:00:00.000,1,246,573,28,70.87,139.0,16,0,0.0,4,111.2,1133.92,2112.8
1543588,2881712,2013-12-30 00:00:00.000,1,155,1589,22,5.09,9.99,26,0,0.0,1,1.998,132.34,257.742
566584,666020,2013-12-30 00:00:00.000,2,306,735,28,69.25,209.0,8,0,0.0,3,125.4,554.0,1546.6
1664654,2437040,2013-12-30 00:00:00.000,1,180,1294,22,197.14,595.0,6,0,0.0,3,357.0,1182.84,3213.0
940458,777956,2013-12-30 00:00:00.000,4,310,414,23,348.58,758.0,13,1,758.0,3,341.1,4182.96,9512.9
2037633,1740476,2013-12-30 00:00:00.000,1,41,221,22,275.46,599.0,13,1,599.0,0,0.0,3305.52,7787.0
1711394,1593989,2013-12-30 00:00:00.000,1,96,714,22,72.66,158.0,13,0,0.0,4,126.4,944.58,1927.6
1539416,2537019,2013-12-30 00:00:00.000,4,308,247,22,155.89,339.0,26,0,0.0,4,271.2,4053.14,8542.8
1539434,2753523,2013-12-30 00:00:00.000,4,308,1454,22,91.51,199.0,26,0,0.0,4,159.2,2379.26,5014.8
941063,1410814,2013-12-30 00:00:00.000,2,307,250,23,243.27,529.0,13,1,529.0,4,317.4,2919.24,6559.6
336819,971107,2013-12-30 00:00:00.000,4,309,182,28,54.72,119.0,8,0,0.0,0,0.0,437.76,952.0
941060,1388719,2013-12-30 00:00:00.000,2,307,1044,23,207.74,627.0,13,1,627.0,2,188.1,2492.88,7962.9
2016109,1810528,2013-12-30 00:00:00.000,1,47,1257,22,20.39,39.99,26,1,39.99,3,23.994,530.14,1015.746
2197761,3381482,2013-12-30 00:00:00.000,4,309,1122,28,152.68,332.0,8,0,0.0,1,66.4,1221.44,2589.6
1711386,1589598,2013-12-30 00:00:00.000,1,143,1051,22,155.43,338.0,13,0,0.0,4,270.4,2020.59,4123.6
1542553,2544097,2013-12-30 00:00:00.000,1,142,1311,22,14.28,28.0,26,0,0.0,2,11.2,371.28,716.8
1714011,2600044,2013-12-30 00:00:00.000,1,20,1107,22,164.63,358.0,13,0,0.0,2,143.2,2140.19,4510.8
1364518,1971709,2013-12-30 00:00:00.000,1,45,279,22,152.44,299.0,26,0,0.0,0,0.0,3963.44,7774.0
1713994,2582967,2013-12-30 00:00:00.000,1,103,606,22,137.5,299.0,13,0,0.0,2,119.6,1787.5,3767.4
1539402,2288084,2013-12-30 00:00:00.000,4,308,835,22,26.97,52.9,26,0,0.0,4,42.32,701.22,1333.08
336676,164083,2013-12-30 00:00:00.000,4,309,217,28,321.44,699.0,8,0,0.0,0,0.0,2571.52,5592.0
1714798,1862166,2013-12-30 00:00:00.000,1,65,1606,22,73.57,159.99,13,0,0.0,1,31.998,956.41,2047.872
2197711,3317873,2013-12-30 00:00:00.000,4,309,1156,28,530.11,1600.0,8,0,0.0,2,640.0,4240.88,12160.0
1362472,1943252,2013-12-30 00:00:00.000,4,309,178,28,33.65,66.0,16,0,0.0,0,0.0,538.4,1056.0
940495,1360729,2013-12-30 00:00:00.000,4,310,269,23,208.52,409.0,13,1,409.0,1,61.35,2502.24,5255.65
1618904,1955737,2013-12-30 00:00:00.000,1,211,1403,28,21.82,47.44,8,0,0.0,3,28.464,174.56,351.056
1993047,2486078,2013-12-30 00:00:00.000,2,307,1430,23,137.5,299.0,65,1,299.0,6,269.1,8800.0,19165.9
940468,876771,2013-12-30 00:00:00.000,4,310,668,23,67.6,147.0,13,1,147.0,3,66.15,811.2,1844.85
1689841,2470227,2013-12-30 00:00:00.000,4,310,479,23,119.11,259.0,13,0,0.0,1,38.85,1548.43,3328.15
336424,723066,2013-12-30 00:00:00.000,2,306,580,28,254.4,499.0,8,0,0.0,0,0.0,2035.2,3992.0
1384935,3125979,2013-12-30 00:00:00.000,4,309,247,28,155.89,339.0,8,0,0.0,0,0.0,1247.12,2712.0
2160672,3264024,2013-12-30 00:00:00.000,1,292,651,23,53.34,116.0,13,0,0.0,0,0.0,693.42,1508.0
1711623,1812533,2013-12-30 00:00:00.000,1,286,88,22,49.69,149.99,13,0,0.0,4,119.992,645.97,1829.878
1616870,1804340,2013-12-30 00:00:00.000,4,309,503,28,271.35,819.0,8,0,0.0,4,655.2,2170.8,5896.8
1987496,2601265,2013-12-30 00:00:00.000,1,268,1435,23,134.74,293.0,13,1,293.0,4,175.8,1616.88,3633.2
1363480,2926812,2013-12-30 00:00:00.000,4,310,1284,23,12.74,24.99,26,0,0.0,0,0.0,331.24,649.74
1363483,2963579,2013-12-30 00:00:00.000,4,310,1028,23,59.32,129.0,26,0,0.0,0,0.0,1542.32,3354.0
1363494,1573996,2013-12-30 00:00:00.000,1,277,1164,23,91.77,180.0,26,0,0.0,0,0.0,2386.02,4680.0
1713857,2450349,2013-12-30 00:00:00.000,1,135,581,22,152.08,459.0,13,0,0.0,2,183.6,1977.04,5783.4
2010769,1956935,2013-12-30 00:00:00.000,1,108,386,22,430.38,1299.0,6,1,1299.0,2,519.6,2582.28,7274.4
1711596,1793925,2013-12-30 00:00:00.000,1,13,1195,22,301.21,655.0,13,0,0.0,4,524.0,3915.73,7991.0
491597,706657,2013-12-30 00:00:00.000,1,298,1454,23,91.51,199.0,26,0,0.0,2,59.7,2379.26,5114.3
1711603,1798344,2013-12-30 00:00:00.000,1,194,389,22,275.46,599.0,13,0,0.0,4,479.2,3580.98,7307.8
2160648,3207837,2013-12-30 00:00:00.000,1,257,1314,23,94.27,205.0,13,0,0.0,0,0.0,1225.51,2665.0
2037681,2010405,2013-12-30 00:00:00.000,1,85,1315,22,94.27,205.0,13,1,205.0,0,0.0,1131.24,2665.0
491594,701019,2013-12-30 00:00:00.000,1,296,608,23,62.95,190.0,26,0,0.0,2,57.0,1636.7,4883.0
1662280,2435852,2013-12-30 00:00:00.000,1,256,1542,23,151.76,330.0,6,0,0.0,2,99.0,910.56,1881.0
1543941,1921428,2013-12-30 00:00:00.000,2,199,1419,22,118.65,258.0,26,0,0.0,1,51.6,3084.9,6656.4
612853,97316,2013-12-30 00:00:00.000,1,42,390,22,430.38,1299.0,6,0,0.0,3,779.4,2582.28,7014.6
517750,133793,2013-12-30 00:00:00.000,2,306,1106,28,148.08,322.0,32,0,0.0,2,128.8,4738.56,10175.2
1514638,2630438,2013-12-30 00:00:00.000,4,309,391,28,321.44,699.0,24,0,0.0,5,699.0,7714.56,16077.0
2152767,3158388,2013-12-30 00:00:00.000,1,243,184,28,45.53,99.0,16,0,0.0,0,0.0,728.48,1584.0
2160671,3263789,2013-12-30 00:00:00.000,1,292,1417,23,123.24,268.0,13,0,0.0,0,0.0,1602.12,3484.0
491569,620682,2013-12-30 00:00:00.000,1,302,932,23,28.04,55.0,26,0,0.0,2,16.5,729.04,1413.5
1539982,1730748,2013-12-30 00:00:00.000,3,200,1287,22,39.76,77.99,26,0,0.0,1,15.598,1033.76,2012.142
664941,573496,2013-12-30 00:00:00.000,1,66,1412,22,132.9,289.0,13,0,0.0,2,115.6,1727.7,3641.4
2037680,1998504,2013-12-30 00:00:00.000,1,194,700,22,73.12,159.0,13,1,159.0,0,0.0,877.44,2067.0
669106,1553917,2013-12-30 00:00:00.000,1,189,592,22,254.4,499.0,13,0,0.0,3,299.4,3307.2,6187.6
1566494,2817902,2013-12-30 00:00:00.000,2,307,608,23,62.95,190.0,52,0,0.0,4,114.0,3273.4,9766.0
663738,1158837,2013-12-30 00:00:00.000,1,32,1073,22,194.82,588.0,13,0,0.0,4,470.4,2532.66,7173.6
1362538,2940587,2013-12-30 00:00:00.000,4,309,1500,28,65.77,129.0,16,0,0.0,0,0.0,1052.32,2064.0
2184597,3201816,2013-12-30 00:00:00.000,3,200,1139,22,150.84,328.0,26,0,0.0,3,196.8,3921.84,8331.2
613081,1063723,2013-12-30 00:00:00.000,1,31,528,22,271.35,819.0,6,0,0.0,3,491.4,1628.1,4422.6
2160383,3349815,2013-12-30 00:00:00.000,4,310,855,23,59.32,129.0,13,0,0.0,0,0.0,771.16,1677.0
938745,647131,2013-12-30 00:00:00.000,1,281,1462,23,123.24,268.0,13,1,268.0,4,160.8,1478.88,3323.2
938734,521320,2013-12-30 00:00:00.000,1,268,862,23,13.77,29.95,13,1,29.95,4,17.97,165.24,371.38
1693938,2890502,2013-12-30 00:00:00.000,2,307,224,23,275.46,599.0,13,0,0.0,3,269.55,3580.98,7517.45
1992846,2764315,2013-12-30 00:00:00.000,2,307,736,23,54.26,118.0,39,1,118.0,7,123.9,2061.88,4478.1
1987526,2939971,2013-12-30 00:00:00.000,1,268,304,23,321.44,699.0,13,1,699.0,4,419.4,3857.28,8667.6
1384947,1588334,2013-12-30 00:00:00.000,1,216,287,28,183.49,399.0,8,0,0.0,0,0.0,1467.92,3192.0
637815,375781,2013-12-30 00:00:00.000,2,199,1511,22,105.31,229.0,13,0,0.0,2,91.6,1369.03,2885.4
336247,99790,2013-12-30 00:00:00.000,2,306,797,28,11.23,33.9,8,0,0.0,0,0.0,89.84,271.2
938688,1435554,2013-12-30 00:00:00.000,1,298,710,23,55.64,121.0,13,1,121.0,2,36.3,667.68,1536.7
2184613,3231911,2013-12-30 00:00:00.000,3,200,382,22,195.24,382.95,26,0,0.0,4,306.36,5076.24,9650.34
1689998,2276714,2013-12-30 00:00:00.000,4,310,350,23,203.42,399.0,13,0,0.0,4,239.4,2644.46,4947.6
2160611,3134145,2013-12-30 00:00:00.000,1,300,969,23,90.55,196.9,13,0,0.0,0,0.0,1177.15,2559.7
669115,1565236,2013-12-30 00:00:00.000,1,156,776,22,10.99,23.9,13,0,0.0,3,14.34,142.87,296.36
634241,1495748,2013-12-30 00:00:00.000,4,308,144,22,152.94,299.99,13,0,0.0,2,119.996,1988.22,3779.874
1992832,2699228,2013-12-30 00:00:00.000,2,307,670,23,90.13,196.0,52,1,196.0,7,205.8,4596.63,9986.2
1406215,2342390,2013-12-30 00:00:00.000,2,307,44,23,106.69,232.0,13,0,0.0,0,0.0,1386.97,3016.0
1406931,1868843,2013-12-30 00:00:00.000,1,268,1024,23,85.95,186.9,13,0,0.0,0,0.0,1117.35,2429.7
491458,203932,2013-12-30 00:00:00.000,1,256,800,23,15.27,29.95,26,0,0.0,2,8.985,397.02,769.715
1538829,1671031,2013-12-30 00:00:00.000,1,269,1480,23,65.77,129.0,26,0,0.0,1,19.35,1710.02,3334.65
1696523,1578579,2013-12-30 00:00:00.000,1,258,26,23,91.93,199.9,13,0,0.0,3,89.955,1195.09,2508.745
491091,296984,2013-12-30 00:00:00.000,1,269,819,23,15.24,29.9,26,0,0.0,4,17.94,396.24,759.46
648178,806777,2013-12-30 00:00:00.000,1,269,1208,23,409.28,890.0,13,0,0.0,4,534.0,5320.64,11036.0
1406142,1846194,2013-12-30 00:00:00.000,2,307,382,23,195.24,382.95,13,0,0.0,0,0.0,2538.12,4978.35
616659,735701,2013-12-30 00:00:00.000,1,46,1546,22,100.06,302.0,6,0,0.0,2,120.8,600.36,1691.2
1573141,2780380,2013-12-30 00:00:00.000,3,200,348,22,348.58,758.0,39,0,0.0,3,454.8,13594.62,29107.2
314483,1273618,2013-12-30 00:00:00.000,2,306,902,28,22.43,44.0,16,0,0.0,0,0.0,358.88,704.0
610597,183688,2013-12-30 00:00:00.000,1,294,884,23,49.7,150.0,6,0,0.0,1,22.5,298.2,877.5
1664499,1781099,2013-12-30 00:00:00.000,1,35,386,22,430.38,1299.0,6,0,0.0,3,779.4,2582.28,7014.6
2184739,3216764,2013-12-30 00:00:00.000,2,199,1311,22,14.28,28.0,26,0,0.0,3,16.8,371.28,711.2
1543472,2682830,2013-12-30 00:00:00.000,1,62,435,22,137.63,269.95,26,0,0.0,1,53.99,3578.38,6964.71
1616832,1665871,2013-12-30 00:00:00.000,4,309,1379,28,10.58,23.0,8,0,0.0,4,18.4,84.64,165.6
491208,837926,2013-12-30 00:00:00.000,1,280,74,23,17.45,37.95,26,0,0.0,4,22.77,453.7,963.93
1697241,3103006,2013-12-30 00:00:00.000,1,253,1487,23,122.78,267.0,13,0,0.0,3,120.15,1596.14,3350.85
2198054,3387985,2013-12-30 00:00:00.000,1,242,341,28,444.69,967.0,8,0,0.0,1,193.4,3557.52,7542.6
1714118,2703002,2013-12-30 00:00:00.000,1,89,259,22,167.73,329.0,13,0,0.0,2,131.6,2180.49,4145.4
1539901,2165571,2013-12-30 00:00:00.000,3,200,194,22,152.44,299.0,26,0,0.0,2,119.6,3963.44,7654.4
1654596,2053463,2013-12-30 00:00:00.000,1,59,1393,22,15.57,46.99,6,0,0.0,4,37.592,93.42,244.348
314330,1275852,2013-12-30 00:00:00.000,4,309,598,28,55.57,109.0,16,0,0.0,0,0.0,889.12,1744.0
936010,455110,2013-12-30 00:00:00.000,1,88,714,22,72.66,158.0,13,1,158.0,1,31.6,871.92,2022.4
1544356,2853778,2013-12-30 00:00:00.000,2,199,344,22,186.6,366.0,26,0,0.0,2,146.4,4851.6,9369.6
634194,1109215,2013-12-30 00:00:00.000,4,308,258,22,224.87,489.0,13,0,0.0,2,195.6,2923.31,6161.4
2209281,3366362,2013-12-30 00:00:00.000,4,308,1163,22,390.88,850.0,13,0,0.0,1,170.0,5081.44,10880.0
2185638,3367827,2013-12-30 00:00:00.000,1,221,929,28,17.33,33.99,16,0,0.0,3,20.394,277.28,523.446
566746,1317041,2013-12-30 00:00:00.000,2,306,413,28,275.46,599.0,8,0,0.0,3,359.4,2203.68,4432.6
1693904,2619780,2013-12-30 00:00:00.000,2,307,1146,23,291.09,633.0,13,0,0.0,3,284.85,3784.17,7944.15
662640,51236,2013-12-30 00:00:00.000,1,63,491,22,205.09,619.0,13,0,0.0,4,495.2,2666.17,7551.8
1548227,2617068,2013-12-30 00:00:00.000,1,219,1003,28,75.88,165.0,16,0,0.0,2,66.0,1214.08,2574.0
1543490,2723929,2013-12-30 00:00:00.000,1,116,1212,22,91.77,180.0,26,0,0.0,1,36.0,2386.02,4644.0
1539203,3097002,2013-12-30 00:00:00.000,1,292,1014,23,59.32,129.0,26,0,0.0,1,19.35,1542.32,3334.65
1614729,2601809,2013-12-30 00:00:00.000,2,306,451,28,257.06,559.0,8,0,0.0,1,111.8,2056.48,4360.2
1543478,2708699,2013-12-30 00:00:00.000,1,59,266,22,152.44,299.0,26,0,0.0,1,59.8,3963.44,7714.2
1714111,2695464,2013-12-30 00:00:00.000,1,189,215,22,261.66,569.0,13,0,0.0,2,227.6,3401.58,7169.4
2188599,3222018,2013-12-30 00:00:00.000,2,307,632,23,70.87,139.0,52,0,0.0,8,166.8,3685.24,7061.2
491359,1363442,2013-12-30 00:00:00.000,1,279,845,23,13.71,26.9,26,0,0.0,4,16.14,356.46,683.26
2030828,1998826,2013-12-30 00:00:00.000,2,199,823,22,12.83,27.9,26,1,27.9,0,0.0,320.75,725.4
1544262,1798728,2013-12-30 00:00:00.000,2,199,1214,22,84.12,165.0,26,0,0.0,2,66.0,2187.12,4224.0
1543499,2744619,2013-12-30 00:00:00.000,1,126,942,22,21.41,41.99,26,0,0.0,1,8.398,556.66,1083.342
1712052,2257102,2013-12-30 00:00:00.000,1,73,1345,22,10.12,22.0,13,0,0.0,4,17.6,131.56,268.4
2188613,3249424,2013-12-30 00:00:00.000,2,307,1480,23,65.77,129.0,52,0,0.0,2,38.7,3420.04,6669.3
2184811,3355217,2013-12-30 00:00:00.000,2,199,1584,22,5.09,9.99,26,0,0.0,3,5.994,132.34,253.746
663619,1036855,2013-12-30 00:00:00.000,1,115,1141,22,144.52,436.2,13,0,0.0,4,348.96,1878.76,5321.64
1407097,2223058,2013-12-30 00:00:00.000,1,252,1012,23,91.05,198.0,13,0,0.0,0,0.0,1183.65,2574.0
1385077,1828075,2013-12-30 00:00:00.000,1,248,1504,28,95.65,208.0,8,0,0.0,0,0.0,765.2,1664.0
1406123,1678901,2013-12-30 00:00:00.000,2,307,480,23,128.3,279.0,13,0,0.0,0,0.0,1667.9,3627.0
1717286,2776802,2013-12-30 00:00:00.000,1,14,522,22,128.3,279.0,13,0,0.0,3,167.4,1667.9,3459.6
1538169,2234703,2013-12-30 00:00:00.000,1,265,516,23,29.82,90.0,26,0,0.0,4,54.0,775.32,2286.0
634160,804797,2013-12-30 00:00:00.000,4,308,680,22,53.34,116.0,13,0,0.0,2,46.4,693.42,1461.6
1697418,1938502,2013-12-30 00:00:00.000,1,300,400,23,348.58,758.0,13,0,0.0,2,227.4,4531.54,9626.6
2198086,3181874,2013-12-30 00:00:00.000,1,237,293,28,229.47,499.0,8,0,0.0,4,399.2,1835.76,3592.8
1619929,2269727,2013-12-30 00:00:00.000,1,210,590,28,459.4,999.0,8,0,0.0,4,799.2,3675.2,7192.8
1543500,2745325,2013-12-30 00:00:00.000,1,182,1106,22,148.08,322.0,26,0,0.0,1,64.4,3850.08,8307.6
1364552,2043036,2013-12-30 00:00:00.000,1,28,129,22,101.97,200.0,26,0,0.0,0,0.0,2651.22,5200.0
633247,977565,2013-12-30 00:00:00.000,3,200,259,22,167.73,329.0,13,0,0.0,2,131.6,2180.49,4145.4
1654571,1971998,2013-12-30 00:00:00.000,1,285,1567,22,128.88,389.0,6,0,0.0,4,311.2,773.28,2022.8
935945,31624,2013-12-30 00:00:00.000,1,99,155,22,216.12,469.97,13,1,469.97,1,93.994,2593.44,6015.616
633111,1254431,2013-12-30 00:00:00.000,3,200,1438,22,133.36,290.0,13,0,0.0,1,58.0,1733.68,3712.0
2185943,3204249,2013-12-30 00:00:00.000,2,306,843,28,13.71,26.9,16,0,0.0,2,10.76,219.36,419.64
490992,1537294,2013-12-30 00:00:00.000,1,279,1264,23,35.68,69.99,26,0,0.0,3,31.4955,927.68,1788.2445
2214731,3303006,2013-12-30 00:00:00.000,1,68,1098,22,157.73,343.0,13,0,0.0,3,205.8,2050.49,4253.2
1711870,2067043,2013-12-30 00:00:00.000,1,163,1303,22,43.69,95.0,13,0,0.0,4,76.0,567.97,1159.0
522308,958191,2013-12-30 00:00:00.000,2,199,213,22,152.9,299.9,52,0,0.0,8,479.84,7950.8,15114.96
634212,1276376,2013-12-30 00:00:00.000,4,308,1175,22,209.03,410.0,13,0,0.0,2,164.0,2717.39,5166.0
1653665,2386914,2013-12-30 00:00:00.000,2,307,587,23,760.38,2295.0,6,0,0.0,1,344.25,4562.28,13425.75
1987190,2834987,2013-12-30 00:00:00.000,1,298,619,23,115.43,251.0,13,1,251.0,2,75.3,1385.16,3187.7
637911,1126723,2013-12-30 00:00:00.000,2,199,1402,22,20.15,43.81,13,0,0.0,2,17.524,261.95,552.006
1544296,2136584,2013-12-30 00:00:00.000,2,199,837,22,6.07,11.9,26,0,0.0,2,4.76,157.82,304.64
491369,1390000,2013-12-30 00:00:00.000,1,260,526,23,65.77,129.0,26,0,0.0,4,77.4,1710.02,3276.6
1548163,2262884,2013-12-30 00:00:00.000,1,240,357,28,168.24,330.0,16,0,0.0,2,132.0,2691.84,5148.0
2211830,3260286,2013-12-30 00:00:00.000,1,264,1482,23,109.91,239.0,13,0,0.0,1,35.85,1428.83,3071.15
1539237,1819352,2013-12-30 00:00:00.000,4,308,296,22,132.05,259.0,26,0,0.0,2,103.6,3433.3,6630.4
566274,968634,2013-12-30 00:00:00.000,2,306,53,28,98.07,296.0,8,0,0.0,2,118.4,784.56,2249.6
1406151,1910953,2013-12-30 00:00:00.000,2,307,324,23,229.93,500.0,13,0,0.0,0,0.0,2989.09,6500.0
1664467,1645868,2013-12-30 00:00:00.000,1,188,599,22,760.38,2295.0,6,0,0.0,3,1377.0,4562.28,12393.0
1616657,2280868,2013-12-30 00:00:00.000,4,309,104,28,52.88,115.0,8,0,0.0,2,46.0,423.04,874.0
1548073,1712315,2013-12-30 00:00:00.000,1,203,1309,28,14.28,28.0,16,0,0.0,2,11.2,228.48,436.8
1697563,2245948,2013-12-30 00:00:00.000,1,258,179,23,54.72,119.0,13,0,0.0,2,35.7,711.36,1511.3
1654706,2488682,2013-12-30 00:00:00.000,1,290,917,22,59.31,179.0,6,0,0.0,4,143.2,355.86,930.8
1712114,2313760,2013-12-30 00:00:00.000,1,50,1474,22,95.65,208.0,13,0,0.0,4,166.4,1243.45,2537.6
1619880,2179790,2013-12-30 00:00:00.000,1,211,491,28,205.09,619.0,8,0,0.0,4,495.2,1640.72,4456.8
1697367,1799427,2013-12-30 00:00:00.000,1,251,1061,23,194.82,588.0,13,0,0.0,2,176.4,2532.66,7467.6
648189,826012,2013-12-30 00:00:00.000,1,252,369,23,321.44,699.0,13,0,0.0,4,419.4,4178.72,8667.6
936031,585206,2013-12-30 00:00:00.000,1,178,1024,22,85.95,186.9,13,1,186.9,1,37.38,1031.4,2392.32
936145,1415884,2013-12-30 00:00:00.000,1,48,1628,22,6.39,13.89,13,1,13.89,1,2.778,76.68,177.792
522224,349791,2013-12-30 00:00:00.000,2,199,454,22,137.6,269.9,52,0,0.0,4,215.92,7155.2,13818.88
2037793,2798700,2013-12-30 00:00:00.000,1,41,16,22,50.56,109.95,13,1,109.95,0,0.0,606.72,1429.35
662629,40732,2013-12-30 00:00:00.000,1,107,1170,22,291.09,633.0,13,0,0.0,4,506.4,3784.17,7722.6
314293,871537,2013-12-30 00:00:00.000,4,309,789,28,15.24,29.9,16,0,0.0,0,0.0,243.84,478.4
310821,602325,2013-12-30 00:00:00.000,4,309,1253,28,10.19,19.99,32,0,0.0,0,0.0,326.08,639.68
1406861,1721079,2013-12-30 00:00:00.000,1,280,336,23,321.44,699.0,13,0,0.0,0,0.0,4178.72,9087.0
2184819,3381101,2013-12-30 00:00:00.000,2,199,707,22,46.39,91.0,26,0,0.0,2,36.4,1206.14,2329.6
1697330,1722258,2013-12-30 00:00:00.000,1,296,150,23,392.6,1184.97,13,0,0.0,2,355.491,5103.8,15049.119
1572116,2706862,2013-12-30 00:00:00.000,3,200,1629,22,5.09,9.99,52,0,0.0,6,11.988,264.68,507.492
522343,1215732,2013-12-30 00:00:00.000,2,199,705,22,44.36,87.0,52,0,0.0,1,17.4,2306.72,4506.6
522055,756552,2013-12-30 00:00:00.000,2,199,1556,22,128.76,280.0,39,0,0.0,6,336.0,5021.64,10584.0
1714126,2712159,2013-12-30 00:00:00.000,1,38,247,22,155.89,339.0,13,0,0.0,2,135.6,2026.57,4271.4
2186063,3369451,2013-12-30 00:00:00.000,2,306,282,28,208.52,409.0,16,0,0.0,5,409.0,3336.32,6135.0
1697231,3084805,2013-12-30 00:00:00.000,1,271,445,23,257.06,559.0,13,0,0.0,3,251.55,3341.78,7015.45
522233,427609,2013-12-30 00:00:00.000,2,199,329,22,137.14,269.0,52,0,0.0,2,107.6,7131.28,13880.4
519855,1379913,2013-12-30 00:00:00.000,2,307,2517,23,1.71,3.35,1040,0,0.0,2,1.005,1778.4,3482.995
314512,1491018,2013-12-30 00:00:00.000,2,306,759,28,6.07,11.9,16,0,0.0,0,0.0,97.12,190.4
2153143,3299838,2013-12-30 00:00:00.000,3,200,1476,22,132.44,288.0,26,0,0.0,0,0.0,3443.44,7488.0
634117,373558,2013-12-30 00:00:00.000,4,308,33,22,84.49,255.0,13,0,0.0,2,102.0,1098.37,3213.0
2019784,2589510,2013-12-29 00:00:00.000,1,80,851,22,76.5,230.9,6,1,230.9,4,184.72,459.0,1200.68
667393,128199,2013-12-29 00:00:00.000,1,108,371,22,275.46,599.0,13,0,0.0,1,119.8,3580.98,7667.2
2008964,2236563,2013-12-29 00:00:00.000,1,289,1288,22,39.76,77.99,26,1,77.99,2,31.196,1033.76,1996.544
2262998,3254918,2013-12-29 00:00:00.000,1,258,1169,23,260.28,566.0,13,1,566.0,4,339.6,3123.36,7018.4
2197871,3319325,2013-12-29 00:00:00.000,1,223,964,28,96.08,290.0,8,0,0.0,3,174.0,768.64,2146.0
964330,988205,2013-12-29 00:00:00.000,1,249,1357,28,17.93,38.99,8,1,38.99,3,23.394,125.51,288.526
